1:
1,28,4,1.0
2,29,1,1.0
3,32,1,1.0
4,34,3,1.0
5,30,6,1.0
6,38,2,1.0
7,32,5,1.0
8,37,2,1.0
9,33,3,1.0
2:
1,30,5,1.0
2,39,2,0.975609756097561
3,38,5,0.9767441860465116
4,41,5,1.0
5,42,3,0.9555555555555556
6,45,6,0.9607843137254902
7,38,3,0.9512195121951219
8,45,8,0.9811320754716981
9,38,3,0.975609756097561
3:
1,40,3,0.9767441860465116
2,53,5,0.9137931034482759
3,47,12,0.9152542372881356
4,57,11,0.9558823529411765
5,57,14,0.9154929577464789
6,51,17,0.9705882352941176
7,40,15,0.9636363636363636
8,61,15,0.9736842105263158
9,55,4,0.8813559322033898
4:
1,48,15,0.9206349206349206
2,70,13,0.891566265060241
3,58,16,0.8648648648648649
4,76,20,0.9479166666666666
5,80,14,0.9574468085106383
6,71,16,0.9195402298850575
7,57,7,0.96875
8,78,25,0.8932038834951457
9,72,16,0.8522727272727273
5:
1,61,14,0.9733333333333334
2,83,22,0.8952380952380953
3,72,22,0.8829787234042553
4,105,20,0.888
5,102,20,0.8770491803278688
6,92,16,0.9259259259259259
7,62,17,0.9240506329113924
8,97,18,0.8695652173913043
9,100,10,0.8636363636363636
6:
1,78,17,0.9052631578947369
2,108,18,0.9126984126984127
3,86,18,0.875
4,133,25,0.8734177215189873
5,124,25,0.8523489932885906
6,102,14,0.9224137931034483
7,71,16,0.9080459770114943
8,108,23,0.8396946564885496
9,120,23,0.8531468531468531
7:
1,107,14,0.8512396694214877
2,138,10,0.8648648648648649
3,98,18,0.9137931034482759
4,160,21,0.8784530386740331
5,133,41,0.8563218390804598
6,88,34,0.9098360655737705
7,65,23,0.8863636363636364
8,118,29,0.8367346938775511
9,134,25,0.8742138364779874
8:
1,126,21,0.8027210884353742
2,140,26,0.8795180722891566
3,95,25,0.9166666666666666
4,172,30,0.8564356435643564
5,146,29,0.8914285714285715
6,86,24,0.8909090909090909
7,63,14,0.9090909090909091
8,130,20,0.8533333333333334
9,147,26,0.8901734104046243
9:
1,149,19,0.8333333333333334
2,148,24,0.8604651162790697
3,91,20,0.9279279279279279
